EmployeeID,EmployeeName,Department,JobTitle,HireDate,Location,PerformanceRating,ExperienceYears,Status,WorkMode,Salary
8692,Employee_8692,IT,Software Engineer,2024-07-01,"City, USA",5,4,Retired,Remote,157688
8693,Employee_8693,R&D,Innovation Manager,2016-10-14,"City, Germany",1,14,Active,Onsite,126150
8694,Employee_8694,HR,HR Executive,2021-10-25,"City, Germany",1,10,Active,Remote,147484
8695,Employee_8695,Finance,Finance Manager,2016-10-21,"City, UK",1,13,Active,Onsite,92449
8696,Employee_8696,Marketing,SEO Specialist,2012-02-20,"City, UK",4,14,Active,Remote,68693
8697,Employee_8697,HR,HR Manager,2023-12-02,"City, Canada",4,9,Active,Onsite,159552
8698,Employee_8698,Sales,Sales Executive,2018-10-13,"City, Canada",3,2,Active,Remote,65463
8699,Employee_8699,Finance,Accountant,2020-08-08,"City, India",1,5,Active,Onsite,30740
8700,Employee_8700,Marketing,SEO Specialist,2022-06-22,"City, Canada",4,1,Active,Onsite,84940
8701,Employee_8701,Operations,Operations Manager,2011-11-14,"City, USA",1,8,Retired,Remote,43530
8702,Employee_8702,Finance,Accountant,2023-08-13,"City, Germany",4,13,Resigned,Onsite,146482
8703,Employee_8703,R&D,Research Analyst,2024-01-03,"City, Germany",4,0,Active,Remote,107828
8704,Employee_8704,Finance,Analyst,2017-09-25,"City, Germany",5,14,Retired,Onsite,48466
8705,Employee_8705,Marketing,SEO Specialist,2023-06-23,"City, Germany",3,6,Active,Onsite,62697
8706,Employee_8706,Operations,Operations Executive,2021-08-07,"City, India",2,10,Active,Onsite,87626
8707,Employee_8707,HR,HR Executive,2022-04-03,"City, USA",1,15,Active,Remote,56104
8708,Employee_8708,IT,IT Manager,2016-09-20,"City, Germany",4,6,Resigned,Onsite,136444
8709,Employee_8709,IT,Software Engineer,2010-05-31,"City, Canada",4,8,Active,Onsite,147014
8710,Employee_8710,R&D,Research Analyst,2013-03-04,"City, Canada",4,11,Active,Remote,125928
8711,Employee_8711,Sales,Sales Manager,2020-06-25,"City, USA",2,14,Active,Onsite,74755
8712,Employee_8712,HR,HR Executive,2018-10-29,"City, India",3,13,Active,Onsite,64380
8713,Employee_8713,Operations,Operations Executive,2022-12-05,"City, USA",5,3,Active,Onsite,101499
8714,Employee_8714,HR,Recruiter,2016-09-26,"City, USA",3,6,Active,Onsite,62152
8715,Employee_8715,Sales,Sales Manager,2019-12-12,"City, UK",1,9,Active,Remote,104624
8716,Employee_8716,HR,HR Manager,2010-03-17,"City, India",4,7,Active,Onsite,81023
8717,Employee_8717,Sales,Sales Manager,2020-04-01,"City, India",5,13,Active,Onsite,81416
8718,Employee_8718,Sales,Sales Manager,2011-12-15,"City, India",5,10,Active,Onsite,104016
8719,Employee_8719,Finance,Analyst,2024-12-06,"City, Germany",4,6,Active,Onsite,177708
8720,Employee_8720,R&D,Research Analyst,2022-12-09,"City, Germany",2,14,Active,Onsite,72530
8721,Employee_8721,Sales,Sales Executive,2018-05-29,"City, India",2,12,Terminated,Remote,37558
8722,Employee_8722,HR,HR Manager,2022-08-29,"City, USA",1,7,Active,Onsite,155009
8723,Employee_8723,HR,HR Executive,2024-04-01,"City, India",2,10,Active,Onsite,115884
8724,Employee_8724,Finance,Finance Manager,2017-04-15,"City, USA",1,8,Resigned,Remote,61711
8725,Employee_8725,IT,Software Engineer,2018-08-29,"City, Canada",5,6,Resigned,Remote,166640
8726,Employee_8726,Finance,Analyst,2014-06-09,"City, UK",2,11,Resigned,Remote,125493
8727,Employee_8727,Sales,Sales Executive,2015-01-20,"City, Germany",3,14,Active,Onsite,119553
8728,Employee_8728,HR,HR Executive,2022-06-08,"City, Canada",3,14,Active,Remote,142798
8729,Employee_8729,Operations,Operations Manager,2020-04-07,"City, USA",1,7,Active,Remote,56749
8730,Employee_8730,Finance,Finance Manager,2011-03-25,"City, USA",2,14,Resigned,Onsite,53499
8731,Employee_8731,Finance,Finance Manager,2012-04-03,"City, UK",2,6,Active,Onsite,122412
8732,Employee_8732,R&D,Research Analyst,2010-01-03,"City, USA",5,7,Active,Onsite,135269
8733,Employee_8733,Finance,Analyst,2017-09-28,"City, India",1,7,Retired,Remote,97338
8734,Employee_8734,Sales,Sales Executive,2015-12-22,"City, UK",5,11,Active,Onsite,158623
8735,Employee_8735,Operations,Operations Executive,2011-12-20,"City, Canada",3,8,Resigned,Onsite,171560
8736,Employee_8736,HR,HR Executive,2023-02-24,"City, Germany",1,4,Active,Remote,153877
8737,Employee_8737,HR,Recruiter,2012-06-05,"City, Canada",3,11,Retired,Onsite,32352
8738,Employee_8738,R&D,Research Analyst,2022-04-21,"City, UK",4,10,Active,Onsite,46825
8739,Employee_8739,R&D,Research Analyst,2014-05-03,"City, USA",4,6,Active,Remote,88302
8740,Employee_8740,R&D,Research Analyst,2010-04-01,"City, Canada",1,4,Active,Onsite,87359
8741,Employee_8741,IT,System Analyst,2024-05-01,"City, USA",5,1,Active,Onsite,82896
8742,Employee_8742,Finance,Finance Manager,2015-03-14,"City, UK",5,12,Active,Remote,110853
8743,Employee_8743,R&D,Innovation Manager,2010-03-21,"City, Germany",4,12,Active,Remote,156156
8744,Employee_8744,Finance,Accountant,2020-10-09,"City, Canada",2,13,Active,Onsite,123443
8745,Employee_8745,R&D,Research Analyst,2023-12-03,"City, Germany",1,14,Active,Onsite,172788
8746,Employee_8746,R&D,Research Analyst,2020-03-05,"City, Germany",1,9,Active,Onsite,172025
8747,Employee_8747,HR,HR Manager,2024-09-09,"City, Canada",2,14,Active,Onsite,46007
8748,Employee_8748,Operations,Operations Manager,2014-10-20,"City, Germany",2,1,Active,Remote,177266
8749,Employee_8749,R&D,Research Analyst,2023-05-05,"City, UK",4,13,Active,Onsite,94042
8750,Employee_8750,Finance,Finance Manager,2020-02-08,"City, UK",2,3,Resigned,Remote,31610
8751,Employee_8751,R&D,Innovation Manager,2010-08-06,"City, Canada",5,8,Resigned,Remote,171631
8752,Employee_8752,HR,Recruiter,2021-05-13,"City, UK",4,13,Active,Onsite,117937
8753,Employee_8753,Operations,Operations Manager,2013-05-28,"City, Canada",5,1,Resigned,Onsite,114829
8754,Employee_8754,Operations,Operations Manager,2022-07-07,"City, India",3,1,Active,Remote,145235
8755,Employee_8755,R&D,Innovation Manager,2015-03-08,"City, Germany",2,2,Active,Onsite,101987
8756,Employee_8756,Operations,Operations Manager,2018-02-08,"City, USA",1,15,Active,Remote,152164
8757,Employee_8757,Sales,Sales Manager,2017-02-07,"City, UK",5,8,Active,Onsite,47449
8758,Employee_8758,Finance,Accountant,2024-11-29,"City, Canada",1,5,Active,Onsite,159217
8759,Employee_8759,IT,Software Engineer,2022-05-04,"City, UK",2,3,Resigned,Remote,114822
8760,Employee_8760,Finance,Finance Manager,2010-02-09,"City, India",1,14,Active,Remote,86725
8761,Employee_8761,HR,HR Manager,2023-07-07,"City, USA",5,6,Terminated,Onsite,50873
8762,Employee_8762,R&D,Research Analyst,2017-06-22,"City, Canada",3,11,Active,Remote,169576
8763,Employee_8763,Marketing,Marketing Executive,2011-10-25,"City, India",2,9,Active,Remote,130498
8764,Employee_8764,Marketing,SEO Specialist,2014-09-28,"City, Germany",2,5,Resigned,Onsite,46825
8765,Employee_8765,IT,System Analyst,2016-03-10,"City, Canada",1,5,Active,Onsite,169150
8766,Employee_8766,Operations,Operations Manager,2016-09-25,"City, Germany",3,3,Active,Remote,173094
8767,Employee_8767,IT,System Analyst,2021-07-20,"City, USA",2,7,Terminated,Remote,133084
8768,Employee_8768,R&D,Research Analyst,2019-01-08,"City, USA",4,8,Active,Remote,103068
8769,Employee_8769,Operations,Operations Executive,2017-11-27,"City, Canada",4,8,Active,Onsite,178654
8770,Employee_8770,Marketing,SEO Specialist,2019-09-17,"City, India",3,8,Terminated,Onsite,145679
8771,Employee_8771,Marketing,Marketing Executive,2011-07-12,"City, Germany",4,1,Terminated,Onsite,66954
8772,Employee_8772,HR,Recruiter,2018-09-29,"City, India",2,0,Active,Onsite,174461
8773,Employee_8773,Operations,Operations Manager,2014-06-28,"City, India",5,9,Active,Remote,175497
8774,Employee_8774,HR,Recruiter,2021-10-07,"City, USA",4,14,Active,Onsite,95351
8775,Employee_8775,Marketing,SEO Specialist,2020-09-18,"City, Canada",2,5,Resigned,Onsite,126027
8776,Employee_8776,HR,HR Executive,2024-10-30,"City, UK",3,7,Resigned,Onsite,85305
8777,Employee_8777,Finance,Accountant,2010-05-15,"City, Canada",2,5,Active,Remote,110934
8778,Employee_8778,Operations,Operations Executive,2014-08-14,"City, India",4,8,Resigned,Onsite,43485
8779,Employee_8779,Finance,Analyst,2013-02-12,"City, Germany",5,2,Resigned,Remote,97591
8780,Employee_8780,R&D,Research Analyst,2024-01-03,"City, USA",2,12,Resigned,Onsite,111083
8781,Employee_8781,Finance,Accountant,2015-12-21,"City, UK",1,3,Resigned,Onsite,162598
8782,Employee_8782,Sales,Sales Executive,2012-12-21,"City, India",5,14,Resigned,Remote,105249
8783,Employee_8783,Finance,Accountant,2024-12-29,"City, USA",4,1,Resigned,Onsite,61884
8784,Employee_8784,Sales,Sales Executive,2014-03-14,"City, UK",1,14,Active,Onsite,119335
8785,Employee_8785,Sales,Sales Manager,2019-08-11,"City, Germany",5,2,Active,Onsite,168230
8786,Employee_8786,Finance,Analyst,2014-05-17,"City, Germany",3,0,Active,Remote,95384
8787,Employee_8787,Operations,Operations Executive,2024-06-27,"City, USA",5,7,Active,Onsite,165045
8788,Employee_8788,R&D,Research Analyst,2021-12-22,"City, Canada",1,11,Active,Onsite,168924
8789,Employee_8789,HR,HR Manager,2011-11-08,"City, UK",5,10,Active,Remote,139148
8790,Employee_8790,Operations,Operations Executive,2019-01-19,"City, India",1,1,Active,Remote,159635
8791,Employee_8791,R&D,Research Analyst,2019-09-17,"City, USA",4,2,Active,Onsite,74356
8792,Employee_8792,Finance,Accountant,2021-08-03,"City, Canada",4,7,Active,Remote,62383
8793,Employee_8793,Marketing,SEO Specialist,2021-10-21,"City, India",4,2,Active,Remote,81353
8794,Employee_8794,Sales,Sales Executive,2020-04-11,"City, India",4,13,Active,Remote,79387
8795,Employee_8795,Operations,Operations Executive,2022-01-11,"City, Germany",3,11,Active,Onsite,86170
8796,Employee_8796,IT,Software Engineer,2018-09-15,"City, USA",1,12,Active,Remote,111082
8797,Employee_8797,Marketing,SEO Specialist,2014-04-01,"City, Canada",2,14,Active,Remote,93150
8798,Employee_8798,IT,IT Manager,2018-03-23,"City, UK",3,11,Active,Onsite,93061
8799,Employee_8799,Sales,Sales Manager,2020-03-13,"City, UK",4,0,Resigned,Onsite,152241
8800,Employee_8800,Finance,Finance Manager,2014-08-25,"City, USA",4,3,Active,Remote,161428
8801,Employee_8801,IT,IT Manager,2019-04-03,"City, Canada",5,3,Active,Onsite,143258
8802,Employee_8802,Sales,Sales Executive,2012-12-09,"City, India",2,15,Active,Onsite,127962
8803,Employee_8803,R&D,Research Analyst,2012-05-26,"City, Canada",4,2,Active,Onsite,56268
8804,Employee_8804,Sales,Sales Executive,2015-12-30,"City, Germany",1,10,Active,Onsite,149780
8805,Employee_8805,Marketing,Marketing Executive,2024-07-31,"City, UK",1,5,Active,Onsite,166368
8806,Employee_8806,Sales,Sales Manager,2020-06-08,"City, UK",3,3,Active,Onsite,137994
8807,Employee_8807,Operations,Operations Executive,2023-03-25,"City, UK",2,11,Resigned,Onsite,92242
8808,Employee_8808,IT,Software Engineer,2019-11-20,"City, India",2,8,Resigned,Onsite,169139
8809,Employee_8809,Finance,Accountant,2022-01-13,"City, USA",5,14,Active,Onsite,98226
8810,Employee_8810,Operations,Operations Manager,2024-02-13,"City, USA",3,4,Active,Remote,111786
8811,Employee_8811,HR,HR Manager,2014-10-16,"City, Canada",5,14,Active,Onsite,147648
8812,Employee_8812,Marketing,SEO Specialist,2021-06-19,"City, UK",1,15,Active,Onsite,132501
8813,Employee_8813,R&D,Innovation Manager,2016-05-13,"City, Canada",3,4,Active,Onsite,57957
8814,Employee_8814,Finance,Finance Manager,2018-12-16,"City, Germany",3,1,Resigned,Onsite,179277
8815,Employee_8815,HR,HR Manager,2024-05-15,"City, India",4,15,Active,Onsite,96069
8816,Employee_8816,IT,System Analyst,2017-05-19,"City, UK",2,11,Active,Onsite,39306
8817,Employee_8817,Operations,Operations Executive,2024-08-29,"City, Canada",2,12,Active,Onsite,97433
8818,Employee_8818,Operations,Operations Manager,2024-08-25,"City, USA",4,4,Resigned,Remote,86664
8819,Employee_8819,Operations,Operations Executive,2018-07-03,"City, India",2,6,Active,Remote,107495
8820,Employee_8820,Marketing,SEO Specialist,2017-03-07,"City, UK",2,8,Terminated,Onsite,103671
8821,Employee_8821,Sales,Sales Manager,2012-08-06,"City, Canada",4,2,Active,Remote,71752
8822,Employee_8822,IT,IT Manager,2014-07-22,"City, India",1,6,Active,Onsite,137091
8823,Employee_8823,Operations,Operations Executive,2023-02-18,"City, UK",4,11,Active,Onsite,108664
8824,Employee_8824,Sales,Sales Executive,2016-04-23,"City, Canada",4,1,Active,Remote,79401
8825,Employee_8825,HR,Recruiter,2010-09-04,"City, India",2,5,Terminated,Onsite,33741
8826,Employee_8826,Sales,Sales Executive,2019-01-21,"City, USA",3,5,Active,Onsite,83311
8827,Employee_8827,Operations,Operations Executive,2017-10-17,"City, Germany",4,6,Terminated,Onsite,43531
8828,Employee_8828,HR,HR Executive,2020-05-25,"City, Germany",2,3,Terminated,Onsite,76437
8829,Employee_8829,HR,HR Manager,2024-12-25,"City, India",1,12,Active,Onsite,32301
8830,Employee_8830,Marketing,SEO Specialist,2022-01-29,"City, USA",3,6,Active,Onsite,160936
8831,Employee_8831,R&D,Research Analyst,2024-04-12,"City, USA",2,1,Resigned,Remote,133981
8832,Employee_8832,IT,Software Engineer,2013-06-20,"City, USA",4,4,Active,Onsite,164215
8833,Employee_8833,IT,System Analyst,2017-12-29,"City, USA",2,4,Active,Remote,113185
8834,Employee_8834,Sales,Sales Manager,2024-11-07,"City, Germany",4,4,Resigned,Remote,80083
8835,Employee_8835,R&D,Research Analyst,2022-11-06,"City, USA",5,0,Active,Remote,107694
8836,Employee_8836,R&D,Research Analyst,2021-12-27,"City, Canada",3,6,Active,Onsite,52523
8837,Employee_8837,Marketing,SEO Specialist,2013-10-16,"City, Germany",2,6,Active,Remote,103065
8838,Employee_8838,Marketing,Marketing Executive,2012-08-05,"City, Canada",1,6,Resigned,Remote,94978
8839,Employee_8839,Operations,Operations Manager,2013-10-11,"City, USA",2,3,Active,Remote,62387
8840,Employee_8840,Marketing,Marketing Executive,2011-03-26,"City, Germany",1,0,Retired,Onsite,153780
8841,Employee_8841,Marketing,Marketing Executive,2015-07-09,"City, Canada",2,6,Active,Onsite,63014
8842,Employee_8842,Marketing,SEO Specialist,2017-08-14,"City, USA",3,10,Active,Onsite,148891
8843,Employee_8843,HR,HR Executive,2010-01-19,"City, UK",2,13,Active,Onsite,128240
8844,Employee_8844,Finance,Finance Manager,2015-07-22,"City, UK",2,11,Resigned,Remote,106951
8845,Employee_8845,Finance,Finance Manager,2017-01-02,"City, India",5,15,Active,Onsite,115646
8846,Employee_8846,IT,System Analyst,2023-07-24,"City, Canada",4,4,Terminated,Remote,144602
8847,Employee_8847,Marketing,Marketing Executive,2022-01-20,"City, Germany",5,0,Active,Onsite,157488
8848,Employee_8848,IT,IT Manager,2020-07-23,"City, UK",5,5,Active,Onsite,61727
8849,Employee_8849,IT,Software Engineer,2017-06-13,"City, Canada",5,5,Active,Onsite,137443
8850,Employee_8850,Marketing,Marketing Executive,2012-02-08,"City, UK",3,5,Active,Remote,34912
8851,Employee_8851,HR,HR Manager,2011-08-27,"City, India",5,5,Active,Remote,34791
8852,Employee_8852,R&D,Innovation Manager,2024-02-22,"City, USA",3,6,Active,Remote,108324
8853,Employee_8853,HR,Recruiter,2012-02-15,"City, India",1,0,Resigned,Onsite,112227
8854,Employee_8854,R&D,Innovation Manager,2022-08-08,"City, Canada",2,6,Resigned,Onsite,56402
8855,Employee_8855,IT,System Analyst,2015-05-14,"City, UK",5,2,Resigned,Onsite,49972
8856,Employee_8856,Marketing,Marketing Executive,2018-11-18,"City, India",1,9,Terminated,Onsite,130959
8857,Employee_8857,R&D,Innovation Manager,2018-09-01,"City, USA",5,0,Terminated,Onsite,54073
8858,Employee_8858,Marketing,SEO Specialist,2023-07-23,"City, Germany",2,7,Resigned,Onsite,150622
8859,Employee_8859,IT,System Analyst,2023-04-18,"City, Germany",3,14,Active,Onsite,67919
8860,Employee_8860,HR,Recruiter,2013-03-15,"City, USA",5,5,Active,Onsite,128753
8861,Employee_8861,Marketing,Marketing Executive,2011-06-18,"City, UK",3,1,Active,Onsite,164830
8862,Employee_8862,HR,HR Executive,2020-07-04,"City, UK",5,6,Active,Remote,63681
8863,Employee_8863,Operations,Operations Executive,2020-12-18,"City, Canada",1,5,Active,Remote,79126
8864,Employee_8864,R&D,Innovation Manager,2012-05-12,"City, UK",1,11,Active,Onsite,47711
8865,Employee_8865,Sales,Sales Executive,2010-10-21,"City, USA",5,11,Resigned,Onsite,138814
8866,Employee_8866,HR,HR Manager,2014-12-17,"City, Germany",3,3,Active,Onsite,73514
8867,Employee_8867,Sales,Sales Manager,2024-03-25,"City, UK",1,8,Resigned,Onsite,62941
8868,Employee_8868,R&D,Research Analyst,2012-03-20,"City, USA",5,3,Active,Onsite,88758
8869,Employee_8869,Operations,Operations Executive,2018-11-03,"City, Germany",2,11,Active,Remote,177214
8870,Employee_8870,Finance,Accountant,2011-07-23,"City, UK",3,9,Retired,Remote,128647
8871,Employee_8871,HR,Recruiter,2024-02-06,"City, India",2,5,Active,Onsite,168516
8872,Employee_8872,R&D,Research Analyst,2024-10-17,"City, Germany",1,14,Resigned,Remote,66315
8873,Employee_8873,Sales,Sales Executive,2019-11-05,"City, USA",1,7,Resigned,Onsite,132305
8874,Employee_8874,Operations,Operations Manager,2023-08-31,"City, USA",1,4,Active,Remote,87564
8875,Employee_8875,Finance,Accountant,2014-06-18,"City, UK",5,5,Resigned,Onsite,60052
8876,Employee_8876,Marketing,SEO Specialist,2018-12-22,"City, India",3,3,Active,Onsite,55569
8877,Employee_8877,IT,IT Manager,2010-09-19,"City, USA",5,12,Active,Onsite,172470
8878,Employee_8878,R&D,Innovation Manager,2023-08-24,"City, UK",5,3,Active,Onsite,60796
8879,Employee_8879,Finance,Accountant,2017-06-29,"City, India",1,10,Resigned,Remote,83606
8880,Employee_8880,Finance,Finance Manager,2021-09-06,"City, UK",1,9,Active,Remote,129383
8881,Employee_8881,Sales,Sales Manager,2019-11-02,"City, Germany",1,8,Retired,Onsite,63017
8882,Employee_8882,HR,HR Executive,2010-08-19,"City, USA",4,9,Active,Onsite,131756
8883,Employee_8883,R&D,Innovation Manager,2021-07-24,"City, Canada",1,13,Active,Onsite,140870
8884,Employee_8884,R&D,Research Analyst,2011-11-19,"City, UK",3,13,Active,Remote,105099
8885,Employee_8885,HR,HR Executive,2019-05-31,"City, UK",4,8,Active,Onsite,58094
8886,Employee_8886,Marketing,SEO Specialist,2018-08-24,"City, UK",1,3,Active,Onsite,47595
8887,Employee_8887,Sales,Sales Executive,2015-03-01,"City, USA",5,3,Resigned,Onsite,145747
8888,Employee_8888,Finance,Finance Manager,2018-06-14,"City, Germany",2,12,Active,Remote,70175
8889,Employee_8889,Operations,Operations Manager,2024-07-02,"City, UK",5,11,Active,Remote,81268
8890,Employee_8890,Marketing,Marketing Executive,2012-01-05,"City, India",2,15,Active,Onsite,36159
8891,Employee_8891,IT,System Analyst,2012-08-31,"City, Germany",1,6,Active,Onsite,57262
8892,Employee_8892,Sales,Sales Executive,2024-01-14,"City, USA",3,5,Active,Remote,55782
8893,Employee_8893,Operations,Operations Manager,2025-01-08,"City, USA",3,9,Active,Remote,118790
8894,Employee_8894,Sales,Sales Executive,2011-01-25,"City, Canada",1,9,Active,Remote,68034
8895,Employee_8895,R&D,Research Analyst,2023-11-04,"City, UK",1,10,Resigned,Onsite,42232
8896,Employee_8896,Finance,Analyst,2023-07-17,"City, Germany",1,4,Active,Onsite,149104
8897,Employee_8897,Sales,Sales Executive,2016-06-28,"City, India",5,9,Active,Onsite,141819
8898,Employee_8898,IT,Software Engineer,2023-10-11,"City, India",2,9,Retired,Remote,106524
8899,Employee_8899,Sales,Sales Executive,2020-08-07,"City, USA",2,11,Active,Onsite,81670
8900,Employee_8900,R&D,Research Analyst,2021-12-13,"City, USA",1,15,Active,Onsite,40344
8901,Employee_8901,Sales,Sales Executive,2014-01-23,"City, UK",2,0,Active,Remote,85177
8902,Employee_8902,Sales,Sales Manager,2012-12-11,"City, India",2,14,Active,Remote,87296
8903,Employee_8903,Marketing,Marketing Executive,2024-04-03,"City, USA",3,11,Active,Onsite,81663
8904,Employee_8904,R&D,Innovation Manager,2024-05-24,"City, UK",2,6,Active,Onsite,67655
8905,Employee_8905,IT,Software Engineer,2010-10-20,"City, UK",4,3,Resigned,Remote,59390
8906,Employee_8906,Marketing,Marketing Executive,2010-10-20,"City, USA",5,10,Active,Onsite,161705
8907,Employee_8907,Marketing,SEO Specialist,2012-05-23,"City, Germany",3,1,Resigned,Onsite,35648
8908,Employee_8908,Sales,Sales Executive,2024-07-09,"City, India",4,4,Active,Onsite,179344
8909,Employee_8909,Marketing,SEO Specialist,2017-10-30,"City, USA",3,15,Active,Remote,67666
8910,Employee_8910,Finance,Analyst,2013-01-05,"City, Germany",1,11,Active,Remote,72537
8911,Employee_8911,Marketing,SEO Specialist,2021-02-10,"City, UK",4,8,Active,Onsite,32951
8912,Employee_8912,HR,Recruiter,2014-10-28,"City, Canada",3,12,Active,Onsite,169215
8913,Employee_8913,R&D,Innovation Manager,2010-05-03,"City, Canada",1,2,Active,Remote,71127
8914,Employee_8914,IT,IT Manager,2017-08-21,"City, Germany",3,9,Active,Onsite,124277
8915,Employee_8915,Finance,Accountant,2013-09-14,"City, USA",4,8,Terminated,Onsite,63226
8916,Employee_8916,R&D,Research Analyst,2021-08-02,"City, USA",2,13,Resigned,Remote,71907
8917,Employee_8917,HR,HR Executive,2016-06-28,"City, Germany",1,8,Active,Onsite,156871
8918,Employee_8918,Finance,Analyst,2016-12-07,"City, UK",2,8,Active,Remote,87922
8919,Employee_8919,HR,Recruiter,2015-07-23,"City, Canada",5,13,Active,Remote,77590
8920,Employee_8920,Finance,Accountant,2019-10-28,"City, Canada",4,15,Active,Remote,176718
8921,Employee_8921,R&D,Research Analyst,2012-07-30,"City, Canada",5,10,Active,Onsite,175365
8922,Employee_8922,Marketing,Marketing Executive,2015-09-06,"City, USA",2,11,Terminated,Onsite,148756
8923,Employee_8923,Finance,Finance Manager,2025-01-21,"City, USA",1,5,Resigned,Onsite,63403
8924,Employee_8924,Operations,Operations Executive,2013-06-27,"City, Germany",5,2,Active,Remote,176640
8925,Employee_8925,R&D,Research Analyst,2022-11-21,"City, Germany",2,10,Active,Remote,116071
8926,Employee_8926,Finance,Analyst,2011-02-16,"City, USA",1,3,Active,Onsite,40774
8927,Employee_8927,HR,HR Executive,2012-07-28,"City, Canada",5,5,Terminated,Onsite,116018
8928,Employee_8928,Operations,Operations Manager,2019-05-19,"City, Canada",2,1,Active,Remote,154601
8929,Employee_8929,HR,HR Executive,2013-12-10,"City, India",5,15,Active,Onsite,131284
8930,Employee_8930,Operations,Operations Executive,2024-04-20,"City, India",1,6,Active,Onsite,132801
8931,Employee_8931,Marketing,SEO Specialist,2014-08-07,"City, USA",1,3,Active,Remote,43543
8932,Employee_8932,Sales,Sales Manager,2019-01-04,"City, India",4,10,Active,Remote,148657
8933,Employee_8933,HR,HR Manager,2011-02-20,"City, USA",2,5,Active,Remote,46273
8934,Employee_8934,Sales,Sales Manager,2018-06-13,"City, Germany",5,7,Active,Onsite,65939
8935,Employee_8935,R&D,Research Analyst,2012-06-21,"City, India",5,8,Active,Remote,138590
8936,Employee_8936,Sales,Sales Manager,2021-10-07,"City, Canada",4,10,Active,Onsite,129178
8937,Employee_8937,Operations,Operations Executive,2021-04-28,"City, India",5,13,Active,Onsite,167833
8938,Employee_8938,Operations,Operations Manager,2019-11-20,"City, Canada",4,6,Active,Onsite,106682
8939,Employee_8939,IT,IT Manager,2023-05-12,"City, UK",3,6,Active,Onsite,31686
8940,Employee_8940,Operations,Operations Manager,2012-08-14,"City, Canada",3,7,Active,Onsite,42569
8941,Employee_8941,Operations,Operations Executive,2019-01-21,"City, UK",1,12,Active,Remote,152946
8942,Employee_8942,Operations,Operations Executive,2020-05-07,"City, Germany",5,4,Resigned,Remote,57755
8943,Employee_8943,HR,Recruiter,2024-05-15,"City, India",2,8,Active,Onsite,139260
8944,Employee_8944,R&D,Innovation Manager,2019-05-10,"City, UK",2,5,Terminated,Onsite,138752
8945,Employee_8945,Operations,Operations Executive,2021-10-22,"City, USA",2,15,Active,Onsite,166800
8946,Employee_8946,IT,Software Engineer,2023-09-28,"City, UK",3,1,Resigned,Onsite,161027
8947,Employee_8947,R&D,Innovation Manager,2017-08-19,"City, Germany",5,13,Active,Remote,44220
8948,Employee_8948,Sales,Sales Executive,2013-10-04,"City, India",3,15,Active,Onsite,119399
8949,Employee_8949,Sales,Sales Executive,2024-02-08,"City, India",4,8,Active,Remote,177316
8950,Employee_8950,R&D,Innovation Manager,2022-01-06,"City, Germany",3,0,Terminated,Onsite,139186
8951,Employee_8951,Marketing,Marketing Executive,2011-10-07,"City, India",4,15,Active,Remote,86828
8952,Employee_8952,IT,Software Engineer,2025-01-04,"City, India",1,8,Resigned,Onsite,32944
8953,Employee_8953,R&D,Innovation Manager,2024-05-18,"City, USA",4,4,Active,Onsite,177207
8954,Employee_8954,Sales,Sales Executive,2013-07-15,"City, Germany",2,14,Active,Onsite,97888
8955,Employee_8955,Marketing,SEO Specialist,2019-09-11,"City, Germany",4,0,Active,Onsite,66248
8956,Employee_8956,Operations,Operations Executive,2019-12-01,"City, USA",2,12,Active,Remote,109235
8957,Employee_8957,Operations,Operations Executive,2014-07-27,"City, Canada",1,8,Active,Onsite,55212
8958,Employee_8958,Sales,Sales Manager,2013-10-25,"City, Germany",5,15,Active,Onsite,175359
8959,Employee_8959,IT,System Analyst,2015-04-26,"City, USA",5,1,Resigned,Onsite,109411
8960,Employee_8960,R&D,Innovation Manager,2013-12-25,"City, UK",5,2,Active,Remote,88673
8961,Employee_8961,IT,IT Manager,2018-09-20,"City, Germany",3,0,Resigned,Onsite,103529
8962,Employee_8962,Operations,Operations Manager,2019-12-19,"City, India",4,7,Active,Remote,175448
8963,Employee_8963,Finance,Finance Manager,2023-09-09,"City, UK",4,1,Active,Onsite,169596
8964,Employee_8964,IT,System Analyst,2023-03-01,"City, India",3,8,Active,Remote,114465
8965,Employee_8965,IT,Software Engineer,2021-07-13,"City, India",3,1,Active,Remote,113329
8966,Employee_8966,Marketing,Marketing Executive,2019-06-08,"City, USA",1,7,Active,Remote,151349
8967,Employee_8967,IT,IT Manager,2011-02-12,"City, Canada",4,6,Terminated,Remote,123972
8968,Employee_8968,IT,IT Manager,2010-04-15,"City, Germany",1,7,Active,Remote,154585
8969,Employee_8969,R&D,Innovation Manager,2015-05-09,"City, India",3,2,Active,Remote,55561
8970,Employee_8970,R&D,Innovation Manager,2017-06-19,"City, India",4,11,Active,Onsite,79549
8971,Employee_8971,Marketing,SEO Specialist,2014-01-06,"City, India",4,15,Active,Onsite,122122
8972,Employee_8972,IT,Software Engineer,2010-11-04,"City, India",3,9,Active,Remote,111212
8973,Employee_8973,R&D,Innovation Manager,2018-10-04,"City, Germany",4,1,Active,Remote,125293
8974,Employee_8974,HR,HR Executive,2020-09-15,"City, India",3,1,Active,Remote,171673
8975,Employee_8975,R&D,Research Analyst,2015-12-19,"City, Canada",2,10,Active,Remote,115316
